File path,File Name,Test Files Added Date,Number Of People Involved,Number of Modifications,Modification Dates,People involved
numpy/lib/tests/test_arraypad.py, test_arraypad.py, 2012-02-06, 22, 41,  2012-02-06 2013-02-27 2013-03-27 2013-04-06 2013-05-08 2013-07-05 2013-09-02 2014-07-30 2014-12-09 2015-08-07 2016-01-30 2016-02-27 2016-09-17 2017-03-25 2017-07-17 2017-08-24 2017-09-01 2018-04-04 2018-05-02 2018-06-20 2018-09-15 2018-09-17 2018-11-15 2019-02-14 2019-03-13 2019-03-15 2019-03-25 2019-07-24 2019-08-06 2019-10-28 2019-12-06 2019-08-27 2020-01-05 2020-01-22 2021-12-08,  tim cera Charles Harris Josh Warner (Mac) Jostein Bø Fløystad Antony Lee bertrand chiffa Warren Weckesser Eric Wieser Iryna Shcherbina Lars G Pim de Haan Mark Harfouche Lars Grüter Lars Grueter Stefan van der Walt Gregory R. Lee mattip Ralf Gommers Jon Dufresne Matti Picus drosin
None, test-installed-numpy.py, 2012-05-21, 6, 11,  2012-05-21 2013-02-27 2013-03-27 2013-04-02 2013-04-06 2013-08-18 2014-05-06 2018-04-03 2018-07-14 2019-05-06 2019-07-13,  Nathaniel J. Smith Charles Harris Sebastian Berg alyssaq mattip Tyler Reddy
numpy/core/tests/test_indexerrors.py, test_indexerrors.py, 2012-06-06, 6, 13,  2012-06-06 2012-05-11 2013-02-19 2013-02-27 2013-03-27 2013-04-06 2013-08-18 2015-07-22 2017-07-17 2018-04-04 2019-08-27 2020-01-05 2020-03-26,  Thouis (Ray) Jones Nathaniel J. Smith Sebastian Berg Charles Harris Jon Dufresne Yilin LI
None, test_multiarray_assignment.py, 2012-06-30, 4, 8,  2012-06-30 2013-02-27 2013-03-05 2013-03-27 2013-04-06 2014-09-04 2015-08-12,  Ben Walsh Charles Harris Julian Taylor Pauli Virtanen
numpy/core/tests/test_deprecations.py, test_deprecations.py, 2012-12-13, 39, 173,  2012-12-13 2012-12-14 2012-12-15 2012-12-16 2013-02-27 2013-03-27 2013-04-01 2013-04-06 2013-04-21 2013-04-13 2013-05-31 2013-06-06 2013-06-09 2013-08-18 2013-11-11 2013-09-26 2013-10-28 2013-12-05 2014-04-12 2013-07-25 2014-01-26 2014-05-11 2014-07-17 2014-07-27 2014-08-13 2014-02-22 2015-05-07 2015-06-13 2015-06-21 2015-07-05 2015-07-22 2015-08-29 2015-09-06 2015-09-28 2015-10-11 2015-11-26 2015-12-05 2015-12-10 2015-12-13 2015-12-11 2016-01-14 2016-02-14 2016-02-15 2016-02-20 2016-02-21 2016-02-18 2016-02-24 2016-02-03 2016-01-21 2016-03-28 2016-06-14 2016-06-19 2016-01-23 2016-10-22 2016-11-01 2016-11-21 2016-11-22 2016-11-23 2017-04-10 2017-04-19 2017-04-14 2017-05-03 2017-04-07 2017-04-13 2017-05-05 2017-05-06 2017-05-02 2017-05-09 2016-10-23 2017-07-17 2017-08-01 2017-08-11 2017-09-19 2017-06-01 2017-11-08 2018-02-26 2018-03-23 2018-03-25 2018-04-04 2018-02-16 2018-06-16 2018-06-21 2018-06-19 2018-06-28 2018-08-14 2018-09-09 2018-12-06 2019-04-14 2019-05-26 2019-07-21 2019-07-17 2019-08-08 2019-07-26 2019-05-21 2019-09-25 2019-10-01 2019-10-29 2019-11-06 2019-11-29 2019-12-06 2019-08-27 2020-01-05 2020-01-08 2020-01-22 2020-01-23 2020-02-03 2020-02-07 2020-03-30 2020-04-10 2020-04-02 2020-06-08 2020-06-10 2020-06-18 2020-05-13 2020-07-24 2020-08-04 2020-08-11 2020-08-27 2020-04-30 2020-05-20 2020-09-03 2020-10-01 2020-10-20 2020-11-19 2020-12-09 2020-12-20 2020-12-22 2021-01-06 2020-10-19 2021-01-04 2021-02-01 2021-04-01 2021-02-16 2021-05-18 2021-05-19 2021-06-04 2021-08-09 2021-08-10 2021-09-21 2021-09-22 2021-10-03 2021-10-18 2021-10-20 2021-10-27 2021-11-08 2021-11-15 2021-11-18 2021-11-19 2021-12-18 2022-01-03 2022-01-08 2022-01-17 2022-02-10,  David Warde-Farley Charles Harris Sebastian Berg Julian Taylor Nathaniel J. Smith Antony Lee Boxiang Sun gfyoung Stephan Hoyer Dongjoon Hyun Emilien Kofman Jaime Fernandez Eric Wieser saurabh Mads Ohm Larsen Jonathan L Long Ville Skyttä hemildesai Matti Picus Mike Toews Marten van Kerkwijk mattip Roman Yurchak Samesh Guilherme Leobas kritisingh1 Seth Troisi Ralf Gommers Jon Dufresne Warren Weckesser Hameer Abbasi Anirudh Subramanian Bas van Beek Ryan Polley NectDz Dimitri Papadopoulos Joseph R. Fox-Rabinovitz Andrew Murray Peter Hawkins
numpy/core/tests/test_item_selection.py, test_item_selection.py, 2012-11-13, 9, 23,  2012-11-13 2013-02-18 2013-02-21 2013-02-27 2013-03-05 2013-03-27 2013-04-06 2013-08-18 2014-04-02 2015-07-05 2015-07-22 2015-10-27 2015-11-07 2016-08-06 2017-07-17 2017-08-01 2017-11-09 2018-04-04 2019-06-11 2019-08-27 2020-01-05 2019-11-19,  Sebastian Berg Charles Harris Julian Taylor Yash Mehrotra Rémy Léone mattip Eric Wieser Gary Gurlaskie Jon Dufresne
numpy/core/tests/test_scalarprint.py, test_scalarprint.py, 2013-01-20, 12, 27,  2013-01-20 2013-02-27 2013-03-27 2013-04-06 2017-07-17 2017-10-29 2017-11-04 2017-11-05 2018-03-09 2018-03-17 2018-04-04 2018-05-13 2018-05-17 2018-12-06 2019-05-31 2019-08-27 2020-01-05 2020-01-21 2020-01-23 2020-01-28 2021-03-15 2021-07-27 2021-10-06 2021-12-29,  Charles Harris Allan Haldane Eric Wieser Roman Yurchak luzpaz Jon Dufresne Seth Troisi Warren Weckesser Mike Taves Niyas Sait Dimitri Papadopoulos Cornelius Roemer
None, test_linkcode.py, 2013-02-16, 2, 4,  2013-02-16 2013-03-28 2013-04-06 2013-07-24,  Pauli Virtanen Charles Harris
None, test_phantom_import.py, 2013-02-16, 2, 4,  2013-02-16 2013-03-28 2013-04-06 2013-07-24,  Pauli Virtanen Charles Harris
None, test_plot_directive.py, 2013-02-16, 2, 4,  2013-02-16 2013-03-28 2013-04-06 2013-07-24,  Pauli Virtanen Charles Harris
None, test_traitsdoc.py, 2013-02-16, 2, 4,  2013-02-16 2013-03-28 2013-04-06 2013-07-24,  Pauli Virtanen Charles Harris
numpy/distutils/tests/test_exec_command.py, test_exec_command.py, 2013-03-06, 8, 19,  2013-03-06 2013-03-09 2013-03-10 2013-03-25 2013-03-28 2013-04-06 2017-03-24 2017-05-10 2017-07-17 2018-04-04 2019-01-30 2019-08-27 2020-01-05 2020-01-08 2020-01-21,  Ralf Gommers Ondrej Certik Charles Harris Julian Taylor Christoph Gohlke mattip Jon Dufresne Seth Troisi
None, test_gufuncs_linalg.py, 2012-11-09, 3, 17,  2012-11-09 2012-11-13 2012-11-15 2012-11-16 2012-11-19 2012-11-20 2013-01-28 2013-03-01 2013-03-22 2013-04-08 2013-04-10 2013-08-18 2013-10-07,  ovillellas Pauli Virtanen Charles Harris
tools/swig/test/testSuperTensor.py, testSuperTensor.py, 2013-06-08, 7, 9,  2013-06-08 2013-08-18 2014-03-12 2015-02-15 2018-03-10 2019-04-23 2019-08-27 2020-02-05 2020-03-04,  Egor Zindy Charles Harris Chris Lamb Nicola Soranzo Jon Dufresne Mike Taves Changqing Li
numpy/lib/tests/test_nanfunctions.py, test_nanfunctions.py, 2013-06-20, 18, 51,  2013-06-20 2013-07-13 2013-08-12 2013-08-18 2013-09-02 2013-10-04 2014-02-21 2014-04-22 2014-02-16 2014-05-21 2014-05-27 2014-05-31 2014-07-30 2014-10-13 2015-01-03 2015-12-08 2015-06-18 2016-01-15 2016-02-03 2016-03-16 2016-06-19 2016-08-31 2016-12-11 2016-12-06 2017-01-17 2017-03-26 2017-04-27 2017-07-17 2018-04-04 2018-01-16 2018-04-29 2018-05-01 2019-01-07 2019-12-01 2019-08-27 2020-01-05 2020-06-10 2021-05-22 2021-09-03 2021-09-07 2021-09-09 2021-09-11 2021-09-13 2021-10-04 2021-10-08 2021-11-08,  Charles Harris Sebastian Berg Marten van Kerkwijk David Freese Julian Taylor Stephan Hoyer Nathaniel J. Smith John Kirkham Joseph Fox-Rabinovitz Phillip J. Wolfram Eric Wieser Chun-Wei Yuan luzpaz Tyler Reddy Christopher Whelan Jon Dufresne Bas van Beek Alessia Marcolini
numpy/core/tests/test_scalarinherit.py, test_scalarinherit.py, 2014-02-26, 8, 14,  2014-02-26 2015-07-05 2015-12-05 2015-12-10 2017-07-17 2017-09-01 2018-04-04 2018-12-06 2019-11-11 2019-08-27 2020-01-05 2020-01-23 2020-05-26 2021-10-06,  Travis E. Oliphant Charles Harris mattip Roman Yurchak Eric Wieser Jon Dufresne Sebastian Berg Dimitri Papadopoulos
numpy/core/tests/test_abc.py, test_abc.py, 2014-03-25, 5, 7,  2014-03-25 2014-09-04 2017-07-17 2017-08-05 2018-04-04 2019-08-27 2020-01-05,  Martin Teichmann Julian Taylor Charles Harris Eric Wieser Jon Dufresne
numpy/lib/tests/test__version.py, test__version.py, 2014-05-14, 3, 5,  2014-05-14 2015-09-23 2018-04-04 2019-08-27 2021-06-10,  Charles Harris Jon Dufresne Kenichi Maehashi
numpy/compat/tests/test_compat.py, test_compat.py, 2014-06-26, 4, 7,  2014-06-26 2014-08-01 2014-09-04 2015-12-05 2017-07-04 2018-04-04 2019-08-27,  Olivier Grisel Charles Harris Julian Taylor Jon Dufresne
numpy/lib/tests/test_packbits.py, test_packbits.py, 2014-11-27, 7, 12,  2014-11-27 2014-11-30 2015-12-05 2016-11-29 2017-02-19 2018-04-04 2018-04-06 2019-02-13 2019-02-27 2019-03-13 2019-08-27,  Lars Buitinck Charles Harris Takuya Akiba Julian Taylor Joseph Fox-Rabinovitz mattip Jon Dufresne
numpy/distutils/tests/test_system_info.py, test_system_info.py, 2015-02-24, 15, 35,  2015-02-24 2015-02-25 2015-02-26 2015-07-25 2015-08-01 2015-11-07 2016-04-14 2016-08-29 2016-10-19 2017-03-30 2017-04-05 2017-06-03 2017-07-04 2017-07-17 2017-09-04 2017-11-06 2018-02-28 2018-03-25 2018-04-04 2019-02-03 2019-04-30 2019-08-27 2020-01-05 2020-01-17 2020-09-17 2020-09-18 2021-01-01 2021-10-23,  Nick Papior Andersen Charles Harris Christoph Gohlke Rémy Léone Matthew Brett Sebastian Berg Marvin Schmidt Julian Taylor Eric Wieser xoviat Nick R. Papior Jon Dufresne mattip Bas van Beek DWesl
numpy/tests/test_scripts.py, test_scripts.py, 2015-04-29, 12, 25,  2015-04-29 2015-08-01 2015-12-02 2015-12-16 2015-12-26 2015-12-31 2016-01-25 2016-02-02 2016-02-15 2017-03-25 2017-06-03 2017-07-04 2018-03-25 2018-08-22 2018-09-25 2018-12-06 2018-12-18 2019-08-27 2020-01-23 2020-02-05 2020-08-19,  Matthew Brett Christoph Gohlke Jörn Hees Charles Harris gfyoung Dongjoon Hyun Eric Wieser Eric Schles Roman Yurchak mattip Jon Dufresne Mike Taves
tools/swig/test/testFlat.py, testFlat.py, 2015-05-25, 6, 6,  2015-05-25 2019-04-23 2019-08-27 2020-02-05 2020-03-04 2020-03-13,  Tom Krauss Nicola Soranzo Jon Dufresne Mike Taves Changqing Li Mathieu Lamarre
numpy/core/tests/test_longdouble.py, test_longdouble.py, 2015-08-12, 10, 27,  2015-08-12 2015-08-28 2015-08-29 2015-12-23 2017-02-21 2017-02-22 2017-03-25 2017-07-17 2017-08-06 2018-03-21 2018-03-25 2018-04-04 2018-05-07 2019-04-29 2019-05-01 2019-08-07 2019-08-19 2019-05-21 2019-09-26 2019-10-06 2019-10-15 2019-10-16 2019-08-27 2020-01-05 2020-03-16 2021-07-19,  Anne Archibald Charles Harris Matthew Brett Eric Wieser mattip Tyler Reddy zjpoh Sebastian Berg Jon Dufresne Stephannie Jimenez Gacha
numpy/core/tests/test_mem_overlap.py, test_mem_overlap.py, 2015-08-12, 12, 32,  2015-08-12 2015-08-13 2015-08-11 2015-08-17 2015-11-12 2015-12-10 2015-12-30 2016-02-07 2016-10-03 2016-09-06 2016-09-05 2016-09-11 2017-01-19 2017-01-20 2017-01-21 2017-02-28 2018-01-06 2018-03-23 2018-03-25 2018-04-04 2018-12-06 2019-08-27 2020-01-05 2020-01-08 2020-01-21 2020-01-23 2020-02-02 2020-03-26 2021-04-22 2021-05-04,  Pauli Virtanen Charles Harris gfyoung Julian Taylor xoviat Roman Yurchak Jon Dufresne Seth Troisi Warren Weckesser mattip Eric Wieser Sebastian Berg
numpy/core/tests/test_extint128.py, test_extint128.py, 2015-08-15, 6, 8,  2015-08-15 2017-02-28 2017-06-03 2018-03-23 2018-03-25 2018-04-04 2018-12-06 2019-08-27,  Pauli Virtanen Julian Taylor Eric Wieser Charles Harris Roman Yurchak Jon Dufresne
None, test_fromnumeric.py, 2016-01-12, 1, 2,  2016-01-12 2016-01-16,  gfyoung
numpy/tests/test_numpy_version.py, test_numpy_version.py, 2015-12-29, 4, 10,  2015-12-29 2016-01-16 2018-04-04 2019-08-27 2020-12-02 2021-05-23 2021-05-31,  Ralf Gommers Charles Harris Jon Dufresne Jérôme Kieffer
numpy/tests/test_reloading.py, test_reloading.py, 2016-07-20, 8, 12,  2016-07-20 2018-02-03 2018-04-04 2018-09-19 2019-02-21 2019-08-27 2020-01-08 2020-02-05 2020-05-19 2020-05-14 2021-07-21,  Charles Harris Eric Wieser Pierre Glaser Jon Dufresne Seth Troisi Mike Taves Sebastian Berg Bas van Beek
numpy/tests/test_warnings.py, test_warnings.py, 2016-01-29, 6, 10,  2016-01-29 2017-05-09 2017-07-04 2018-03-25 2018-04-04 2019-05-14 2019-08-27 2020-01-08 2020-01-21 2020-02-05,  Sebastian Berg Ville Skyttä Charles Harris Jon Dufresne Seth Troisi Mike Taves
numpy/f2py/tests/test_parameter.py, test_parameter.py, 2016-11-23, 6, 11,  2016-11-23 2017-01-20 2017-08-06 2018-03-25 2018-04-04 2018-12-06 2019-08-27 2021-11-28 2021-12-02 2021-12-06,  Nick Papior jutke Charles Harris Roman Yurchak Jon Dufresne Rohit Goswami
numpy/lib/tests/test_mixins.py, test_mixins.py, 2017-04-21, 5, 13,  2017-04-21 2017-04-22 2017-04-27 2017-04-30 2017-05-05 2017-07-17 2018-04-04 2018-12-05 2019-08-27 2020-01-05 2020-01-08 2020-01-23,  Stephan Hoyer Charles Harris Jon Dufresne Seth Troisi Warren Weckesser
numpy/f2py/tests/test_string.py, test_string.py, 2017-04-15, 6, 15,  2017-04-15 2017-08-06 2018-03-25 2018-04-04 2019-08-27 2021-04-12 2021-05-26 2021-06-13 2021-06-15 2021-11-28 2021-12-02 2021-12-04 2021-12-06,  Julian Taylor Charles Harris Jon Dufresne Pearu Peterson Ralf Gommers Rohit Goswami
numpy/f2py/tests/test_common.py, test_common.py, 2017-06-13, 5, 10,  2017-06-13 2017-08-06 2017-09-04 2017-09-09 2018-03-25 2018-04-04 2019-08-27 2021-11-28 2021-12-02 2021-12-06,  Bob Eldering Charles Harris xoviat Jon Dufresne Rohit Goswami
numpy/f2py/tests/test_block_docstring.py, test_block_docstring.py, 2017-07-07, 9, 14,  2017-07-07 2017-08-06 2017-09-04 2017-09-09 2018-03-25 2018-04-04 2018-12-06 2019-03-31 2019-08-27 2020-03-18 2020-09-23 2021-12-02 2021-12-04 2021-12-06,  Bob Eldering Charles Harris xoviat Roman Yurchak mattip Jon Dufresne Matti Picus MelissaWM Rohit Goswami
numpy/distutils/tests/test_fcompiler_nagfor.py, test_fcompiler_nagfor.py, 2017-10-19, 3, 6,  2017-10-19 2017-10-20 2017-10-23 2018-04-04 2019-08-27 2020-01-05,  Andrew Lawson Charles Harris Jon Dufresne
numpy/core/tests/test_scalar_ctors.py, test_scalar_ctors.py, 2017-11-04, 6, 12,  2017-11-04 2017-11-05 2018-02-16 2018-03-25 2018-04-04 2019-08-27 2020-01-05 2020-01-08 2020-01-23 2020-01-27 2020-06-10 2020-01-29,  Eric Wieser luz.paz Charles Harris Jon Dufresne Seth Troisi Warren Weckesser
numpy/lib/tests/test_histograms.py, test_histograms.py, 2017-12-09, 14, 32,  2017-12-09 2017-12-22 2017-12-23 2018-01-03 2018-03-16 2018-03-25 2018-04-04 2018-04-10 2018-05-01 2018-04-08 2018-04-30 2018-06-13 2018-06-17 2018-06-26 2018-06-20 2018-08-17 2018-10-10 2018-10-14 2018-10-18 2018-10-21 2017-04-10 2018-11-20 2018-11-14 2018-12-06 2019-05-06 2019-05-31 2019-08-27 2020-01-05 2020-01-14,  Eric Wieser Kirit Thadaka Charles Harris Varun Nayyar luzpaz Matthew Bowden Tyler Reddy guoci Marten van Kerkwijk Roman Yurchak mattip Warren Weckesser Jon Dufresne Brian Wignall
numpy/f2py/tests/test_quoted_character.py, test_quoted_character.py, 2018-03-04, 7, 11,  2018-03-04 2018-03-25 2018-04-04 2018-09-18 2018-09-20 2018-12-06 2019-08-27 2020-02-05 2021-12-02 2021-12-04 2021-12-06,  bobeldering Charles Harris Tyler Reddy Roman Yurchak Jon Dufresne Mike Taves Rohit Goswami
numpy/f2py/tests/test_semicolon_split.py, test_semicolon_split.py, 2018-03-08, 5, 9,  2018-03-08 2018-09-28 2018-10-07 2019-08-27 2021-12-02 2021-12-05 2021-12-06 2022-04-30,  Bob Eldering Charles Harris Tyler Reddy Jon Dufresne Rohit Goswami
numpy/distutils/tests/test_from_template.py, test_from_template.py, 2018-03-10, 2, 2,  2018-03-10 2018-04-04,  Warren Weckesser Charles Harris
numpy/core/tests/test_scalarbuffer.py, test_scalarbuffer.py, 2018-03-25, 11, 14,  2018-03-25 2018-04-04 2018-08-17 2018-08-09 2018-09-06 2019-04-14 2020-01-05 2020-01-08 2020-01-23 2020-02-08 2020-02-04 2020-06-08 2020-11-29,  Jeff VanOss Charles Harris Matti Picus mattip Elliott Sales de Andrade Antony Lee Jon Dufresne Seth Troisi Warren Weckesser Eric Wieser Sebastian Berg
numpy/matrixlib/tests/test_matrix_linalg.py, test_matrix_linalg.py, 2018-04-25, 4, 5,  2018-04-25 2018-05-22 2018-09-06 2018-12-06 2019-08-27,  Marten van Kerkwijk Charles Harris Roman Yurchak Jon Dufresne
numpy/matrixlib/tests/test_masked_matrix.py, test_masked_matrix.py, 2018-04-26, 7, 14,  2018-04-26 2018-05-22 2018-09-06 2018-10-05 2018-09-19 2018-12-06 2019-02-21 2019-02-24 2019-08-27 2020-01-05 2020-05-13,  Marten van Kerkwijk Charles Harris Pierre Glaser Roman Yurchak Alex Watt Jon Dufresne Sebastian Berg
numpy/matrixlib/tests/test_interaction.py, test_interaction.py, 2018-04-29, 4, 8,  2018-04-29 2018-05-22 2018-09-06 2019-08-27 2020-01-05 2020-01-21,  Marten van Kerkwijk Charles Harris Jon Dufresne Seth Troisi
numpy/distutils/tests/test_fcompiler.py, test_fcompiler.py, 2018-07-07, 4, 8,  2018-07-07 2018-12-14 2018-12-27 2019-08-10 2019-08-27 2020-02-05,  Isuru Fernando Ralf Gommers Jon Dufresne Mike Taves
numpy/f2py/tests/test_compile_function.py, test_compile_function.py, 2018-09-20, 5, 9,  2018-09-20 2018-09-21 2019-01-20 2019-08-08 2019-08-27 2020-01-08 2021-11-28 2021-12-02 2021-12-06,  Charles Harris Sebastian Berg Jon Dufresne Seth Troisi Rohit Goswami
numpy/core/tests/test_overrides.py, test_overrides.py, 2018-09-20, 7, 36,  2018-09-20 2018-09-21 2018-09-22 2018-09-23 2018-10-08 2018-09-19 2018-10-18 2018-10-22 2018-10-25 2018-11-10 2018-11-13 2018-11-04 2018-12-19 2019-01-22 2019-02-21 2019-04-09 2019-04-22 2019-05-10 2019-05-25 2019-05-26 2019-08-27 2020-01-05 2020-08-28 2020-11-16 2020-11-17 2020-11-19 2020-12-08 2020-12-05 2021-03-23 2022-02-16,  Stephan Hoyer Pierre Glaser Marten van Kerkwijk Charles Harris Jon Dufresne Peter Andreas Entschev Sebastian Berg
numpy/tests/test_public_api.py, test_public_api.py, 2018-11-13, 27, 64,  2018-11-13 2018-11-14 2018-11-22 2019-02-27 2019-08-22 2019-09-08 2019-09-11 2019-09-16 2019-09-19 2019-09-21 2019-09-22 2019-09-29 2019-10-02 2019-11-19 2019-08-27 2020-01-03 2020-01-06 2020-01-08 2020-01-28 2020-03-17 2020-05-04 2020-06-09 2020-06-10 2020-06-13 2020-06-23 2020-08-12 2020-09-02 2020-09-18 2020-10-23 2020-12-03 2020-12-17 2020-11-25 2021-03-15 2021-03-16 2021-08-05 2021-08-07 2021-08-12 2021-08-13 2021-08-18 2021-09-01 2021-10-20 2021-08-31 2021-11-02 2021-11-14 2021-12-02 2021-12-04,  Stephan Hoyer mattip Joseph Fox-Rabinovitz Mark Harfouche Ralf Gommers Matti Picus Jon Dufresne Eric Wieser Seth Troisi SanthoshBala18 Warren Weckesser Josh Wilson Sayed Adel Erfan Nariman | Veneficus Daniel Vanzo Jakob Tomoki, Karatsu kumudlakara Bas van Beek Ross Barnowski czgdp1807 Aaron Meurer Charles Harris Pearu Peterson Matthew Barber Matthew Thomas Green
numpy/fft/tests/test_pocketfft.py, test_pocketfft.py, 2018-12-25, 9, 16,  2018-12-25 2019-01-07 2019-01-08 2019-01-09 2019-04-16 2019-08-01 2019-08-08 2019-08-27 2020-01-05 2020-01-08 2020-02-05 2020-07-12 2021-08-19,  Martin Reinecke Roman Yurchak Oleksandr Pavlyk Eric Larson Jon Dufresne Seth Troisi Mike Taves Chris Vavaliaris shubham11941140
numpy/distutils/tests/test_shell_utils.py, test_shell_utils.py, 2019-02-23, 3, 3,  2019-02-23 2019-08-27 2020-02-05,  Eric Wieser Jon Dufresne Mike Taves
numpy/core/tests/test_scalar_methods.py, test_scalar_methods.py, 2017-11-05, 8, 14,  2017-11-05 2019-04-12 2019-05-31 2019-08-27 2020-01-05 2020-01-23 2021-04-30 2021-08-31 2021-07-28 2021-09-16 2021-09-18 2021-11-02,  Eric Wieser Tyler Reddy luzpaz Jon Dufresne Warren Weckesser Sebastian Berg Bas van Beek Ganesh Kathiresan
None, test_against_numpy.py, 2018-03-09, 2, 19,  2018-03-09 2018-03-12 2018-03-13 2018-03-14 2018-03-21 2018-03-27 2018-03-28 2018-04-16 2018-09-22 2019-03-20 2019-04-10 2019-04-12 2019-04-13 2019-05-13 2019-05-23,  Kevin Sheppard mattip
numpy/random/tests/test_direct.py, test_direct.py, 2018-03-09, 8, 41,  2018-03-09 2018-03-12 2018-03-13 2018-03-14 2018-09-22 2018-10-21 2019-02-04 2019-03-20 2019-04-08 2019-04-10 2019-04-15 2019-05-13 2019-05-20 2019-05-23 2019-05-24 2019-06-06 2019-06-16 2019-06-25 2019-06-26 2019-06-28 2019-06-29 2019-09-29 2019-10-02 2019-11-21 2020-01-05 2020-03-17 2020-10-24 2021-05-04 2021-10-06 2021-11-06,  Kevin Sheppard mattip Charles Harris Robert Kern Jon Dufresne Matti Picus Jakob warren
_randomgen/randomgen/tests/test_numpy_mt19937.py, test_numpy_mt19937.py, 2018-03-09, 2, 18,  2018-03-09 2018-03-12 2018-03-13 2018-03-14 2018-03-21 2018-03-28 2018-04-16 2018-07-03 2018-09-22 2018-10-03 2018-10-11 2018-10-21 2018-11-05 2019-02-04 2019-02-18 2019-02-19,  Kevin Sheppard bduvenhage
_randomgen/randomgen/tests/test_numpy_mt19937_regressions.py, test_numpy_mt19937_regressions.py, 2018-03-09, 1, 5,  2018-03-09 2018-03-14 2018-04-16 2018-11-05 2019-02-18,  Kevin Sheppard
numpy/random/tests/test_smoke.py, test_smoke.py, 2018-03-09, 7, 30,  2018-03-09 2018-03-12 2018-03-13 2018-03-14 2018-04-16 2018-09-22 2018-10-21 2019-03-20 2019-04-10 2019-05-13 2019-05-20 2019-05-23 2019-05-24 2019-06-16 2019-06-25 2019-06-26 2019-06-28 2019-06-29 2019-09-13 2019-11-11 2019-12-15 2020-01-05 2020-10-24 2021-05-04,  Kevin Sheppard mattip Robert Kern Eric Wieser Warren Weckesser Jon Dufresne Jakob
None, test_legacy.py, 2018-03-28, 2, 3,  2018-03-28 2019-02-18 2019-03-20,  Kevin Sheppard mattip
numpy/random/tests/test_generator_mt19937.py, test_generator_mt19937.py, 2019-03-20, 21, 70,  2019-03-20 2019-04-08 2019-04-10 2019-04-11 2019-04-12 2019-04-13 2019-04-15 2019-04-16 2019-05-13 2019-05-18 2019-05-23 2019-05-24 2019-05-27 2019-05-28 2019-06-06 2019-06-13 2019-06-10 2019-06-26 2019-06-21 2019-07-03 2019-07-05 2019-07-11 2019-08-16 2019-08-17 2019-08-18 2019-08-22 2019-09-14 2019-10-08 2019-10-16 2019-10-18 2019-10-24 2019-11-11 2019-12-15 2020-01-05 2020-04-01 2020-03-30 2020-04-05 2020-04-06 2020-04-19 2020-04-25 2020-04-27 2020-04-29 2020-05-04 2020-05-05 2020-06-05 2020-07-14 2020-09-02 2020-10-26 2020-12-04 2020-12-05 2021-01-23 2021-02-11 2021-02-26 2020-07-02 2021-03-17 2021-03-22 2021-04-06 2021-07-27 2021-11-06 2021-11-13 2021-12-18 2022-01-13 2022-02-17 2022-02-18,  mattip Kevin Sheppard jeremiedbb Bernardt Duvenhage Warren Weckesser Guillaume Horel RedRuM Maxwell Aladago Kexuan Sun Eric Wieser Jon Dufresne Pan Jan Max Balandat panpiort8 Benjamin Trendelkamp-Schroer Nikola Forró Ralf Gommers Charles Harris warren Dimitri Papadopoulos Raúl Montón Pinillos
numpy/random/tests/test_generator_mt19937_regressions.py, test_generator_mt19937_regressions.py, 2019-03-20, 11, 17,  2019-03-20 2019-04-10 2019-05-13 2019-06-10 2019-06-26 2019-10-28 2019-10-31 2019-12-06 2019-12-15 2020-01-05 2020-01-22 2020-03-26 2020-10-24 2020-10-09 2021-02-26 2021-08-19 2021-10-08,  mattip Warren Weckesser Ralf Gommers Jon Dufresne Matti Picus Eric Wieser Jakob Raúl Montón Pinillos Kevin Sheppard shubham11941140 Alessia Marcolini
numpy/random/tests/test_randomstate.py, test_randomstate.py, 2019-03-20, 10, 25,  2019-03-20 2019-04-08 2019-04-10 2019-04-11 2019-04-15 2019-04-16 2019-05-13 2019-05-18 2019-05-23 2019-05-27 2019-05-31 2019-06-06 2019-06-16 2019-06-26 2019-08-22 2019-09-29 2019-11-11 2020-01-05 2020-04-27 2020-07-14 2020-10-26 2021-01-23 2021-02-26,  mattip Kevin Sheppard luzpaz jeremiedbb Maxwell Aladago Eric Wieser Jon Dufresne Warren Weckesser Nikola Forró Ralf Gommers
numpy/random/tests/test_randomstate_regression.py, test_randomstate_regression.py, 2019-03-20, 11, 21,  2019-03-20 2019-04-10 2019-05-28 2019-05-29 2019-06-02 2019-09-13 2019-09-16 2019-09-29 2019-10-28 2019-10-31 2019-12-06 2020-01-05 2020-01-22 2020-02-05 2020-03-26 2020-10-24 2020-10-09 2021-02-26 2021-08-19 2021-12-02,  mattip Kevin Sheppard Warren Weckesser Ralf Gommers Jon Dufresne Matti Picus przemb Eric Wieser Jakob Raúl Montón Pinillos shubham11941140
numpy/random/tests/test_seed_sequence.py, test_seed_sequence.py, 2019-06-26, 2, 5,  2019-06-26 2019-06-28 2019-10-02 2019-10-17 2020-06-09,  mattip Robert Kern
numpy/core/tests/test_umath_accuracy.py, test_umath_accuracy.py, 2019-07-16, 9, 19,  2019-07-16 2019-07-19 2019-07-22 2019-07-23 2019-07-24 2019-07-25 2019-09-16 2019-11-11 2020-01-05 2020-01-21 2020-02-11 2020-02-18 2020-02-26 2020-06-14 2021-05-03 2021-07-13 2021-10-08 2021-12-10,  Raghuveer Devulapalli Charles Harris mattip Eric Wieser Jon Dufresne Mike Taves Gengxin Xie Alessia Marcolini H. Vetinari
